日期,股票代码,开盘,最高,最低,收盘,成交量,成交额
2016-03-11,600570,11.3089748,11.74755,11.1836676,11.61911012,17049226,624535328.0
2016-03-14,600570,11.90731668,12.7813344,11.90731668,12.7813344,18067377,723204944.0
2016-03-15,600570,13.157256,13.57390244,12.79386512,12.83772264,52028462,2188911280.0
2016-03-16,600570,13.63342336,14.01247764,13.1885828,13.41413576,60043446,2600093120.0
2016-03-17,600570,13.2199096,14.7549228,13.1729194,14.7549228,51338913,2314106816.0
2016-03-18,600570,16.1019752,16.23041508,15.8513608,16.23041508,50344471,2600855712.0
2016-03-21,600570,17.85314332,17.85314332,17.85314332,17.85314332,25455309,1450698064.0
2016-03-22,600570,18.482812,19.10621532,18.1225538,18.2321976,126001754,7460796416.0
2016-03-23,600570,18.169544,18.44835252,17.20154588,18.36063748,115449122,6584556544.0
2016-03-24,600570,17.61819232,19.8298644,17.3237204,18.45461788,124284363,7280118016.0
2016-03-25,600570,18.11002308,18.29171852,17.22347464,17.61819232,65789277,3721321792.0
2016-03-28,600570,17.543008,18.1068904,17.2923936,17.83747992,57140337,3226617536.0
2016-03-29,600570,17.7936224,18.482812,17.2923936,17.777959,72580360,4130838560.0
2016-03-30,600570,18.10375772,18.5454656,17.64638644,18.30738192,72192155,4178280192.0
2016-03-31,600570,18.1068904,19.5479232,18.04736948,18.27605512,78911782,4723920128.0
2016-04-01,600570,17.85940868,18.35123944,17.54927336,17.84687796,47854009,2731745232.0
2016-04-05,600570,17.93772568,19.63250556,17.89073548,19.63250556,61664759,3701824144.0
2016-04-06,600570,20.0178252,20.04288664,18.8430702,19.0936846,72022752,4453863936.0
2016-04-07,600570,19.1250114,19.16886892,18.30111656,18.39196428,51010071,3034385792.0
2016-04-08,600570,18.17894204,18.63631332,18.0442368,18.45461788,37158570,2171607728.0
2016-04-11,600570,18.8274068,19.0466944,18.3575048,18.38569892,48108349,2871903648.0
2016-04-12,600570,18.1382172,18.16327864,17.64325376,18.00664464,38492369,2193226880.0
2016-04-13,600570,18.18834008,19.05295976,18.1068904,18.34810676,53685174,3201192112.0
2016-04-14,600570,18.47341396,18.78668196,18.1225538,18.6864362,38259941,2257064672.0
2016-04-15,600570,18.7804166,19.41635064,18.5767924,18.84620288,48862816,2961283104.0
2016-04-18,600570,18.0755636,18.31364728,17.9032662,18.13195184,36152344,2089989792.0
2016-04-19,600570,18.326178,18.67703816,18.0599002,18.247861,27530317,1609589504.0
2016-04-20,600570,18.28858584,18.59558848,16.91960468,17.4020374,51934522,2950781184.0
2016-04-21,600570,17.23913804,17.28926092,15.95473924,16.11450592,47032809,2497314864.0
2016-04-22,600570,15.97980068,16.4622334,15.8826876,16.37765104,26985111,1397849056.0
