日期,股票代码,开盘,最高,最低,收盘,成交量,成交额
2016-03-11,002153,8.6906925,8.80141836,8.50014102,8.65335471,1677172.0,112200726.0
2016-03-14,002153,8.82974358,9.4760736,8.76279306,9.3473226,3955915.0,282317696.0
2016-03-15,002153,9.27135951,9.31513485,8.98424478,9.10012068,2223951.0,158042661.0
2016-03-16,002153,9.2185716,9.4631985,8.99583237,9.3473226,3219619.0,231665653.0
2016-03-17,002153,9.35376015,10.22797944,9.2958222,10.07734077,4444973.0,338548864.0
2016-03-18,002153,10.0812033,11.03911074,10.04386551,10.71723324,5201710.0,425821392.0
2016-03-21,002153,10.73654589,10.943835,10.54341939,10.9180848,4049657.0,338733712.0
2016-03-22,002153,10.7120832,11.71376598,10.53311931,11.40605109,5546288.0,471341776.0
2016-03-23,002153,11.201337,11.84766702,11.0082105,11.72664108,5490011.0,490182160.0
2016-03-24,002153,11.3944635,11.43952635,10.94512251,11.330088,4814620.0,421305408.0
2016-03-25,002153,11.08031106,11.7420912,11.0210856,11.20391202,2937254.0,257649565.0
2016-03-28,002153,11.0854611,11.3944635,10.94898504,10.98889785,2262478.0,196306945.0
2016-03-29,002153,11.04039825,11.04039825,10.5189567,10.62453252,2199418.0,183288245.0
2016-03-30,002153,10.7378334,11.28502515,10.7378334,11.22966222,2945823.0,251339981.0
2016-03-31,002153,11.973843,11.9995932,11.458839,11.66097807,5079305.0,462825792.0
2016-04-01,002153,11.66226558,12.12448167,11.57342739,11.716341,4157700.0,381199152.0
2016-04-05,002153,11.74466622,12.231345,11.4330888,12.00989328,5057582.0,462963072.0
2016-04-06,002153,11.99315565,13.21114011,11.86182963,13.0939767,6873878.0,673852208.0
2016-04-07,002153,13.0167261,13.62056829,12.8107245,12.84162474,6561863.0,674993504.0
2016-04-08,002153,12.617598,13.25234043,12.50558463,13.2484779,4779573.0,481871936.0
2016-04-11,002153,13.60383066,13.63215588,12.94205052,12.9909759,5368987.0,551250496.0
2016-04-12,002153,12.8751,12.98840088,11.8322169,12.30988311,4680482.0,450802176.0
2016-04-13,002153,12.488847,12.8107245,12.3472209,12.38970873,3722956.0,365218928.0
2016-04-14,002153,12.44635917,12.73089888,12.16181946,12.4244715,2983121.0,286624176.0
2016-04-15,002153,12.43090905,12.47983443,12.17340705,12.30730809,2071176.0,197510270.0
2016-04-18,002153,12.231345,12.59828535,12.16825701,12.39228375,2831061.0,273153072.0
2016-04-19,002153,12.5017221,12.59056029,12.231345,12.31889568,2241803.0,215071542.0
2016-04-20,002153,12.33048327,12.3987213,11.08674861,11.1755868,6132490.0,550997312.0
2016-04-21,002153,10.94641002,11.1498366,10.52796927,10.5704571,4054523.0,340673936.0
2016-04-22,002153,10.557582,11.32880049,10.428831,10.92194733,3948840.0,328607024.0
2016-04-25,002153,10.815084,10.89619713,10.36059297,10.89619713,2849168.0,233813950.0
2016-04-26,002153,10.7378334,10.84727175,10.6348326,10.82538408,2456641.0,205005330.0
2016-04-27,002153,10.91550978,10.91550978,10.55886951,10.62066999,2337577.0,195324588.0
2016-04-28,002153,10.686333,10.7764587,10.4932065,10.72624581,2257193.0,186276031.0
2016-04-29,002153,10.6734579,10.6734579,10.4674563,10.49063148,2196543.0,180397045.0
2016-05-03,002153,10.4545812,10.94512251,10.43140602,10.94125998,4301033.0,358619104.0
2016-05-04,002153,10.9052097,11.2399623,10.74813348,11.0983362,5709021.0,484740096.0
2016-05-05,002153,11.20262451,12.20816982,11.1112113,12.20816982,8649423.0,790008832.0
2016-05-06,002153,12.4244715,12.48369696,11.458839,11.458839,8147814.0,753801248.0
2016-05-09,002153,11.4717141,11.57213988,11.06872347,11.5360896,5310458.0,467129568.0
2016-05-10,002153,11.458839,11.74724124,10.77388368,10.89877215,5607049.0,482065920.0
2016-05-11,002153,10.9451665,11.138544,9.8081068,9.8081068,19294441.0,502005104.0
2016-05-12,002153,9.29372265,9.61086175,8.9263054,9.2975902,12931331.0,308690752.0
2016-05-13,002153,9.34013325,9.9396035,9.34013325,9.49483525,12066419.0,300743328.0
2016-05-16,002153,9.4754975,9.4832326,9.03072925,9.4754975,11930006.0,285360656.0
2016-05-17,002153,9.44842465,9.81970945,9.17769615,9.4754975,12290798.0,300788320.0
2016-05-18,002153,9.3053253,9.3053253,8.8566895,9.01525905,10319896.0,241607587.0
2016-05-19,002153,9.16996105,9.9163982,9.16996105,9.70368295,27596968.0,696430000.0
2016-05-20,002153,9.40201405,9.94347105,9.40201405,9.900928,19316163.0,482838592.0
2016-05-23,002153,9.7849015,10.03629225,9.7849015,9.88159025,13073938.0,334651408.0
2016-05-24,002153,9.81970945,9.81970945,9.51804055,9.64180215,8607085.0,214333036.0
2016-05-25,002153,9.7849015,9.9318684,9.57992135,9.66500745,9728038.0,245799591.0
2016-05-26,002153,9.61086175,9.823577,9.2743849,9.8081068,12384879.0,304923472.0
2016-05-27,002153,9.7075505,9.8854578,9.6301995,9.6456697,9574340.0,241061695.0
2016-05-30,002153,9.61086175,9.7075505,9.3207955,9.53351075,5856208.0,144696495.0
2016-05-31,002153,9.591524,10.4037095,9.5528485,10.3263585,16862971.0,439506608.0
2016-06-01,002153,10.3959744,10.82527245,10.2722128,10.3108883,16135714.0,439873968.0
2016-06-02,002153,10.3108883,10.54680885,10.19872935,10.4810605,11131857.0,297452704.0
2016-06-03,002153,10.4501201,11.01864995,10.26834525,10.6434976,17141037.0,469294016.0
2016-06-06,002153,10.5584115,10.7749943,10.4501201,10.56227905,10222760.0,279561104.0
2016-06-07,002153,10.5506764,10.7595241,10.4810605,10.5584115,8189660.0,224548398.0
2016-06-08,002153,10.4810605,10.6280274,10.26061015,10.3805042,9363485.0,252603024.0
2016-06-13,002153,10.18325915,10.210332,9.3440008,9.3517359,11126921.0,284440736.0
2016-06-14,002153,9.36333855,9.591524,9.3053253,9.436822,6979437.0,170379377.0
2016-06-15,002153,9.3130604,9.8699876,9.20863655,9.77329885,7738730.0,194233414.0
2016-06-16,002153,9.7926366,9.8545174,9.4754975,9.56445115,7866995.0,196690008.0
2016-06-17,002153,9.61086175,10.04402735,9.61086175,9.71141805,8385321.0,212777169.0
2016-06-20,002153,9.61086175,9.80423925,9.49483525,9.69594785,6305286.0,157040998.0
2016-06-21,002153,9.7849015,9.92800085,9.3981465,9.5064379,7776876.0,194463790.0
2016-06-22,002153,9.49483525,9.8158419,9.41748425,9.7771664,7271867.0,180770342.0
2016-06-23,002153,9.746226,9.8622525,9.61859685,9.74235845,7416217.0,187065425.0
2016-06-24,002153,9.72688825,9.93573595,9.1196829,9.62633195,11192170.0,277296112.0
2016-06-27,002153,9.53351075,10.1716565,9.3981465,10.03629225,12940094.0,331347168.0
2016-06-28,002153,9.9086631,10.35343135,9.9086631,10.2025969,12664775.0,331844720.0
2016-06-29,002153,10.21419955,10.3031532,10.0633651,10.1484512,10043356.0,264040672.0
2016-06-30,002153,10.1716565,10.2335373,10.06723265,10.2025969,7748339.0,203499836.0
2016-07-01,002153,10.210332,10.3031532,10.0633651,10.15231875,8076487.0,212523676.0
2016-07-04,002153,10.132981,10.35343135,10.02855715,10.31475585,9709623.0,257174534.0
2016-07-05,002153,10.32249095,10.3882393,10.1407161,10.16005385,8927658.0,235736837.0
